"Beitrag/Seite","URL","Inhaltstyp","Aufrufe","Anteil"
"
							Bibliotheksamtsrat/-rätin (m/w/d), Vollzeit, unbefristet, Besoldungsgruppe A13, Kennung: UB/2021/23						","/stellenangebote/65224","Stellenangebot","273","0,02 %"
"
							LEITER*IN INFORMATION UND BIBLIOTHEK (M/W/D), befristet, Beschäftigungsumfang 100%						","/stellenangebote/60632","Stellenangebot","272","0,02 %"
"
							Projektleiter Bibliothek, Forschungsdaten und Forschungsinformation (m/w/d), zunächst auf 2 Jahre befristet, TVöD (Bewerbungsfrist verlängert)						","/stellenangebote/62381","Stellenangebot","272","0,02 %"
"
							Mitarbeiterin/Mitarbeiter (m/w/d) Bibliothek, bis E 6, befristet bis zum 28.02.2022 und in Vollzeit, Kennziffer: 93.2.292						","/stellenangebote/55603","Stellenangebot","271","0,02 %"
"
							Bibliothekar (m/w/d), eigene Gehaltsvorstellung, zunächst befristet auf 2 Jahre, Vollzeit						","/stellenangebote/61642","Stellenangebot","271","0,02 %"
"
							Mitarbeiter*in (m/w/d) für den Bereich Medienbearbeitung, unbefristet, Vollzeit, E 9b TV-L						","/stellenangebote/65230","Stellenangebot","271","0,02 %"
"
							Leitung der Zentralbibliothek am Mailänder Platz, Vollzeit, unbefristet, EG 13						","/stellenangebote/68286","Stellenangebot","271","0,02 %"
"
							Wissenschaftlicher Bibliothekar (m/w/d), E 13 TV-L, unbefristet in Vollzeit						","/stellenangebote/68587","Stellenangebot","271","0,02 %"
"
							Administrator*in (m/w/d), Entgeltgruppe 9a TVöD (je nach Qualifikation), unbefristet. –  Kennziffer: SBB-IDM-4-2021						","/stellenangebote/58485","Stellenangebot","270","0,02 %"
"
							Projektleitung Bibliothek (m/w/d), bis E 12, Vollzeit befristet						","/stellenangebote/60109","Stellenangebot","270","0,02 %"
"
							Leitung der Bibliothek, E 14 / A 14, unbefristet						","/stellenangebote/60256","Stellenangebot","270","0,02 %"
"
							Bibliothekar*in (m/w/d) (3 Stellen) – Besoldungsgruppe A 10 BBesO / Entgeltgruppe 9c TVöD – unbefristet in Vollzeit/Teilzeit, SBB-IIE-2-2020						","/stellenangebote/57428","Stellenangebot","269","0,02 %"
"
							Bibliotheksreferendar/in, Fachrichtung Sozial- oder Erziehungswissenschaften oder Psychologie, Anwärterbezüge Landesbesoldungsgesetz Hessen						","/stellenangebote/58519","Stellenangebot","269","0,02 %"
"
							Sachbearbeitung Wirtschaftsbibliothek (m/w/d)						","/stellenangebote/63548","Stellenangebot","269","0,02 %"
"
							Bibliotheksreferendar (m/w/d) Theologie oder Religionswissenschaft, Kennziffer 2021-B18						","/stellenangebote/68435","Stellenangebot","269","0,02 %"
"
							Sachbearbeiter*in für die Stadtbibliothek Melle, E 9a TVöD, unbefristet in Vollzeit						","/stellenangebote/64554","Stellenangebot","268","0,02 %"
"
							Professur für Bibliothekspolitik und Community Building, W 2, unbefristet in Vollzeit						","/stellenangebote/67341","Stellenangebot","268","0,02 %"
"
							Bibliotheksbeschäftigte/r im gehobenen Dienst, unbefristet, E 11 TVöD Bund bzw. bis A 12 mit Entwicklungsmöglichkeit bis A 13g						","/stellenangebote/68212","Stellenangebot","268","0,02 %"
"
							Diplom-Bibliothekar bzw. B.A. Bibliotheks- und Informationsmanagement, TE IV TV-BA, befristet 1 Jahr, 2021_E_000730						","/stellenangebote/58971","Stellenangebot","267","0,02 %"
"
							[Fristverlängerung] Bibliothekar*in (w/m/d) im Bereich Medienbearbeitung, E 11 TV-L, bzw. A 11, unbefristet, Vollzeit, Kennziffer TUV 2101-01						","/stellenangebote/58312","Stellenangebot","266","0,02 %"
"
							Bibliotheksamtfrau/Bibliotheksamtmann (m/w/d), A 11 oder E 11 TV-L FU, Vollzeit, unbefristet, Kennziffer UB/2020/3						","/stellenangebote/59935","Stellenangebot","266","0,02 %"
"
							Fachreferentin/Fachreferent (m/w/d) für geisteswissenschaftliche Fächer, E13, befristet in Vollzeit						","/stellenangebote/64723","Stellenangebot","266","0,02 %"
"
							Diplom-Bibliothekar/-in, Bachelor oder FH – (m/w/d) oder Bachelor of Arts (Bibliotheks- und Informationsmanagement, Bibliothekswissenschaft oder Bibliothek und digitale Kommunikation) (m/w/d) unbefristet, bis EG 9b						","/stellenangebote/68095","Stellenangebot","266","0,02 %"
"
							Bibliothekarin/Bibliothekar (Citizen Science) (m/w/d), Vollzeit (Teilzeit möglich), E 13 TV-L, Führung auf Probe, Kennziffer cw20-147J						","/stellenangebote/57196","Stellenangebot","265","0,02 %"
"
							Wissenschaftlicher Mitarbeiter (w/m/d), E 13 TVöD, Vollzeit, befristet bis zum 31. Dezember 2023, Verstetigung angestrebt						","/stellenangebote/66316","Stellenangebot","265","0,02 %"
"
							Leiter/in (m/w/d) Stadt- und Regionalbibliothek, Vollzeit, EG 14						","/stellenangebote/68033","Stellenangebot","265","0,02 %"
"
							Dokumentation (m/w/d), E 9b TV-AVH, Vollzeit						","/stellenangebote/61018","Stellenangebot","264","0,02 %"
"
							Bibliotheksmitarbeiter/in (Schwerpunkt Altbestandskatalogigierung und Digitalisierung), Vollzeit (Teilzeit möglich)						","/stellenangebote/63471","Stellenangebot","264","0,02 %"
"
							Mitarbeiter*in (m/w/d) – Open-Access-Repositorium, E 9b TV-L, Vollzeit, unbefristet						","/stellenangebote/68401","Stellenangebot","264","0,02 %"
"
							Mitarbeiter*in im Open-Access-Team (med. Bibliothek), unbefristet, Vollzeit, Egr. 8 TVöD VKA-K, So.130.20						","/stellenangebote/58939","Stellenangebot","263","0,02 %"
"
							Beschäftigte/-r, Open-Access-Referent/-in (m/w/d), Vollzeitbeschäftigung, unbefristet, Entgeltgruppe 13 TV-L FU, Kennung: UB/2021/3						","/stellenangebote/63986","Stellenangebot","263","0,02 %"
"
							Wissenschaftlicher Bibliothekar (m/w/d), E 13 TV-L, befristet für zwei Jahre						","/stellenangebote/68210","Stellenangebot","263","0,02 %"
"
							Wissenschaftliche*r Mitarbeiter*in in der Provenienzforschung, E 13, Vollzeit, befristet, Kennziffer 02/21						","/stellenangebote/57359","Stellenangebot","262","0,02 %"
"
							Abteilungsleiter*in Medienmanagmenent, E12 TVöD, unbefristet in Vollzeit						","/stellenangebote/57971","Stellenangebot","262","0,02 %"
"
							Leiter/in (m/w/d) der Martinus-Bibliothek, Vollzeit, TVöD, EG 15 TVöD,  Kennziffer 36/2021						","/stellenangebote/60751","Stellenangebot","262","0,02 %"
"
							Bibliothekar_in oder Informationswissenschaftler_in (w/m/d), unbefristet, KennNr. 231						","/stellenangebote/61534","Stellenangebot","262","0,02 %"
"
							Bibliotheksmitarbeiter/in, E 8 TVöD, unbefristet in Vollzeit/Teilzeit, Kennziffer SBB-IIIB-7-2020						","/stellenangebote/57305","Stellenangebot","261","0,02 %"
"
							wissenschaftliche*r Mitarbeiter*in (w/m/d) – Entgeltgruppe E13 TV-L, Vollzeit, zunächst befristet –						","/stellenangebote/62447","Stellenangebot","261","0,02 %"
"
							Bibliotheksbeschäftigte/-n (m/w/d), E 6, Vollzeit, 21B30B						","/stellenangebote/64281","Stellenangebot","261","0,02 %"
"
							Fachangestellten für Medien- und Informationsdienste –  Fachrichtung Bibliothek (m/w/d), EG 8 TVöD, Vollzeit, befristet bis zum 30.09.2023						","/stellenangebote/65980","Stellenangebot","260","0,02 %"
"
							Wissenschaftliche*r Bibliothekar*in, unbefristet, Teilzeit 50%						","/stellenangebote/67236","Stellenangebot","260","0,02 %"
"
							Research Librarian, unbefristet in Vollzeit, Home Office möglich						","/stellenangebote/69349","Stellenangebot","260","0,02 %"
"
							Mitarbeiter/in  – Data Librarian (w/m/d), E 9 – 10 TV-L, vorerst zwei Jahren in Vollzeit, Zeichen: PB 02/21						","/stellenangebote/57879","Stellenangebot","259","0,02 %"
"
							Mitarbeiter Digitalisierung / Projektmanagement(w/m/d), E 9a TVöD, Vollzeit (Teilzeit möglich), StellenID= 653077 bzw. Aktenzeichen: 01123/3-20.27						","/stellenangebote/58443","Stellenangebot","259","0,02 %"
"
							Data Scientist (w/m/d), E 12 TV-L, Vollzeit,befristet, Kennziffer WA 16/21, für Berufseinsteiger*innen geeignet						","/stellenangebote/60519","Stellenangebot","259","0,02 %"
"
							Leitende Bibliotheksdirektorin bzw. Leitender Bibliotheksdirektor (A16 BBesO), Ausschreibungsnummer 21/D05, unbefristet in Vollzeit						","/stellenangebote/65752","Stellenangebot","259","0,02 %"
"
							Teamleiter*in (m/w/div) in der Bibliothek, Entgeltgruppe 11 TV EntgO-DRV, unbefristet						","/stellenangebote/67989","Stellenangebot","259","0,02 %"
"
							1. FAMI für die Stadtteilbibliothek Weilimdorf (m/w/d), EG 9a, Vollzeit, befristet, 41/0050/2020						","/stellenangebote/57154","Stellenangebot","258","0,02 %"
"
							Archivar/in, EG 9b TVöD, Vollzeit, unbefristet						","/stellenangebote/57540","Stellenangebot","258","0,02 %"
"
							Bibliothekar*in (w/m/d), E 11 TV-L, bzw. A 11, unbefristet, Vollzeit, Kennziffer TUV 2101-01						","/stellenangebote/57682","Stellenangebot","258","0,02 %"
"
							FaMI – Fachrichtung Archiv, Teilzeit 30 Stunden/Woche (Vollzeit ggf. möglich), Vergütung angelehnt an EG 6 TV-L						","/stellenangebote/57700","Stellenangebot","258","0,02 %"
"
							Projektstelle zur Aufarbeitung des Bibliotheksnachlasses von Hellmuth Karasek, Vollzeit, befristet auf 1 Monat, Stundensatz: 22 € (brutto)						","/stellenangebote/61413","Stellenangebot","257","0,02 %"
"
							Sachbearbeitung Kundenservice, zunächst befristet						","/stellenangebote/63546","Stellenangebot","257","0,02 %"
"
							Leiter*in für die Stadtbibliothek Falkensee, unbefristet, E 9c TVöD-VKA, Vollzeit, Kennworts: Leitung Bibliothek						","/stellenangebote/58481","Stellenangebot","256","0,02 %"
"
							Leiterin bzw. Leiter (m/w/d), E 15 TV-L / Bes.Gr. A15 HmbBesG, unbefristet in Vollzeit						","/stellenangebote/59993","Stellenangebot","256","0,02 %"
"
							Wissenschaftliche/r Bibliothekar/in (m/w/d), in Vollzeit, unbefristet, Kennziffer 33100-03-21						","/stellenangebote/63651","Stellenangebot","256","0,02 %"
"
							mehrere Mitarbeiter/-innen für wissenschaftsnahe Dienstleistungen (m/w/d), E 13, zunächst befristet auf zwei Jahre, 21D31						","/stellenangebote/64406","Stellenangebot","256","0,02 %"
"
							Leitung der Abteilung Bereichsbibliotheken und Fachreferate, A 15, Vollzeit, unbefristet, Kenn-Nr. 04621-UB-A15-mk						","/stellenangebote/59628","Stellenangebot","255","0,02 %"
"
							wiss. Mitarbeiter:in als Fachreferent:in Bereich Bildungs-, Geistes- u. Gesellschaftswiss. (m/w/d), E 13 TV-L, 75%, befr. 31.12.2022, Kennziffer 219-21						","/stellenangebote/59681","Stellenangebot","255","0,02 %"
"
							Bibliothekar/in, E 11 TVöD bzw. A 12 BBesO, unbefristet in Vollzeit, Kennziffer 490 (Bewerbungsfrist verlängert)						","/stellenangebote/60264","Stellenangebot","255","0,02 %"
"
							Leitung der Hochschulbibliothek, bis A 10 / E 9 (vorbehaltlich bis A 12 / E 11)						","/stellenangebote/64025","Stellenangebot","255","0,02 %"
"
							Mitarbeiter für Medien- und Informationsdienste (m/w/d), unbefristet in Vollzeit						","/stellenangebote/66748","Stellenangebot","255","0,02 %"
"
							/stellentyp/arbeitsstelle						","/stellentyp/arbeitsstelle","","255","0,02 %"
"
							Bibliothekar/in für die Fachabteilung Schule (m/w/d) in Vollzeit oder Teilzeit, unbefristet, EG 9b TV-AVH						","/stellenangebote/58207","Stellenangebot","254","0,02 %"
"
							Bibliothekarische Mitarbeiterin für Lektorat und Veranstaltungen, E 10 TVöD, Teilzeit (zzt. 29,25 Stunden), unbefristet						","/stellenangebote/59418","Stellenangebot","254","0,02 %"
"
							Stellvertretende Leitung der Zentralbibliothek Recht, E 13 TV-L, befristet auf 2 Jahre						","/stellenangebote/62650","Stellenangebot","254","0,02 %"
"
							Mitarbeiter/in (m/w/d) für den Bereich Informationsdienste, E 13 TV-L, unbefristet in Vollzeit, Kennziffer TUV2106-11						","/stellenangebote/63440","Stellenangebot","254","0,02 %"
"
							Bibliothekar (m/w/d), unbefristet in Vollzeit						","/stellenangebote/66411","Stellenangebot","254","0,02 %"
"
							Leitung der IT-Abteilung und Stellvertretung der Direktorin, E 15 TV-L bzw. A 15, Vollzeit, unbefristet						","/stellenangebote/68083","Stellenangebot","254","0,02 %"
"
							eine Sachbearbeiterin / einen Sachbearbeiter (m/w/d) im Referat Z II 5 „Innerer Dienst – Servicebereiche; Bibliothek“, E 9c TVöD Bund bzw. A 12, unbefristet, Vollzeit/Teilzeit, BMI-2020-041						","/stellenangebote/57706","Stellenangebot","253","0,02 %"
"
							Verlagsmitarbeiter/-in TUM.University Press (m/w/d), E13 TV-L, zunächst befristet auf zwei Jahre, Vollzeit (grundsätzl. teilzeitfähig), Referenznummer 21D03						","/stellenangebote/57892","Stellenangebot","253","0,02 %"
"
							1. Fachangestellte*n für Medien und Informationsdienste (m/w/d) für die Stadtteilbibliothek Niendorf in Vollzeit, EG 7 TV-AVH, Vollzeit, unbefristet						","/stellenangebote/60387","Stellenangebot","253","0,02 %"
"
							Bibliotheks- und Informationsmanager/in (m/w/d), Vollzeit, unbefristet, TVöD (Bund) E 9b						","/stellenangebote/57297","Stellenangebot","252","0,02 %"
"
							Wissenschaftliche*r Bibliothekar*in, E 13 TV-L, unbefristet in Vollzeit, Kennziffer 21/56/Bibl						","/stellenangebote/66519","Stellenangebot","252","0,02 %"
"
							Diplom-Bibliothekar (m/w/d), E 9b, in Teilzeit (45%)						","/stellenangebote/67975","Stellenangebot","252","0,02 %"
"
							Leiter*in E-Services, 80%-100%, unbefristet						","/stellenangebote/57967","Stellenangebot","251","0,02 %"
"
							Leitung des Fürstlich Salm-Salm´schen Archivs auf der Wasserburg Anholt, an den TVöD angelehnte Bezahlung, Vollzeit, unbefristet						","/stellenangebote/57644","Stellenangebot","250","0,02 %"
"
							Leitung (m,w,d) der Stadtbibliothek Ludwigsburg zum 1.7.2022, E 14 TVöD, unbefristete Vollzeitstelle						","/stellenangebote/64595","Stellenangebot","250","0,02 %"
"
							Depotassistenz für Archiv und Sammlung der Museen Tempelhof-Schöneberg, E 5, Vollzeit, unbefristet, Kennziffer: 251/2020						","/stellenangebote/57172","Stellenangebot","249","0,02 %"
"
							Mitarbeiter (w/m/d) im Fachteam Literatur und Sprache, E9C TVöD, unbefristet in Vollzeit, Job-ID: J000001675						","/stellenangebote/58794","Stellenangebot","249","0,02 %"
"
							Sachbearbeiter Einkauf Medien m/w/d						","/stellenangebote/63497","Stellenangebot","249","0,02 %"
"
							Leitung des Kulturinstituts Stadtbibliothek (m/w/d), E 14 TVöD, unbefristet in Vollzeit, Kennziffer 2021.42.0001						","/stellenangebote/64215","Stellenangebot","249","0,02 %"
"
							Informationsmanager*in, E 11 TV-H, unbefristet in Vollzeit, IZB 5092-21-14						","/stellenangebote/65442","Stellenangebot","249","0,02 %"
"
							Bibliothekspädagogin/-pädagoge für die Betreuung von Kinder- und Jugendangeboten, E 11, Vollzeit, unbefristet						","/stellenangebote/59110","Stellenangebot","248","0,02 %"
"
							Bibliotheks- und Informationsmanager/in, B.A. (m/w/d), E 9b TVöD (Bund), unbefristet, Vollzeit oder teilbar, für Berufsanfänger*innen geeignet						","/stellenangebote/62385","Stellenangebot","248","0,02 %"
"
							EditionsassistentIn, Teilzeit 50%, befristet, bis E 12 TVöD						","/stellenangebote/64178","Stellenangebot","248","0,02 %"
"
							Customer Support Analyst (m/w/d) – Supportmitarbeitende/r Bibliothek, unbefristet, Vollzeit						","/stellenangebote/68097","Stellenangebot","248","0,02 %"
"
							Assistenz des Direktors (unbefristet, E8)						","/stellenangebote/63641","Stellenangebot","247","0,02 %"
"
							Mitarbeiter/in (m/w/d) für Bibliotheksarbeiten im Rahmen eines Midijobs, Teilzeit 80 h im Monat						","/stellenangebote/57819","Stellenangebot","246","0,02 %"
"
							Bibliothekar/in (m/w/d), E 9b TV-L, Vollzeit/Teilzeit unbefristet, Kennziffer 52-2021						","/stellenangebote/59311","Stellenangebot","246","0,02 %"
"
							Wissenschaftlicher Mitarbeiter (m/w/d), Entgeltgruppe 13 TVöD, befristet bis zum 31. Mai 2023, Vollzeit						","/stellenangebote/60343","Stellenangebot","246","0,02 %"
"
							Leitung einer Fahrbücherei (w/m/d), EG 9b TVöD-VKA, unbefristete Vollzeitstelle						","/stellenangebote/64287","Stellenangebot","246","0,02 %"
"
							Bibliothekar*in Leitung Familienbibliothek, E10 TVöD, unbefristet in Vollzeit, E 134/21						","/stellenangebote/63992","Stellenangebot","245","0,02 %"
"
							Fachangestellte*r für Medien- und Informationsdienste (Bereich: Fernleihe), E 8 TV-L, unbefristet in Vollzeit, Kennziffer 46/21						","/stellenangebote/68539","Stellenangebot","245","0,02 %"
"
							Fachangestellte*r für Medien- und Informationsdienste – Fachrichtung Bibliothek (m/w/d), Vollzeit, unbefristet, nach TVöD						","/stellenangebote/57586","Stellenangebot","244","0,02 %"
"
							Support Schweitzer Mediacenter und Schweitzer Zeitschrifteninhaltsdienst, Vollzeit						","/stellenangebote/57594","Stellenangebot","244","0,02 %"
"
							Mitarbeiter (m/w/d) in der Gruppe „Digitale Publikationen“ mit Schwerpunkt Publikationsplattform, Bes.Gr. A11, unbefristet, Vollzeit						","/stellenangebote/59119","Stellenangebot","244","0,02 %"
"
							Manager Open Access Journal Transformation (m/w/d), unbefristet in Vollzeit am Standort Berlin oder deutschlandweit remote						","/stellenangebote/63752","Stellenangebot","244","0,02 %"
"
							Bibliotheksmitarbeiter (m/w/d) an der Servicetheke, E 5 TVöD, unbefristet in Vollzeit, Kennziffer IAI-1-2021						","/stellenangebote/57313","Stellenangebot","243","0,02 %"
